PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_deck,Cabin_num,Cabin_side,Sex,TotalServices,MinServices,MeanServices,MaxServices
5673_01,2,0,1,29.0,0,286.0,545.0,174.73,0.0,0.0,1,6,1083,2,1,1005.73,0.0,251.4325,545.0
5674_01,1,0,1,22.0,0,0.0,11594.0,0.0,10247.0,1.0,0,2,217,2,1,21841.0,0.0,5460.25,11594.0
5677_01,3,0,1,22.0,0,1035.0,0.0,264.0,0.0,0.0,0,5,357,1,1,1299.0,0.0,324.75,1035.0
5679_01,2,1,2,18.0,0,0.0,0.0,0.0,0.0,0.0,1,7,920,2,0,0.0,0.0,0.0,0.0
5679_02,2,1,3,35.0,0,0.0,0.0,0.0,0.0,0.0,1,7,920,2,0,0.0,0.0,0.0,0.0
5679_03,2,1,1,20.0,0,0.0,0.0,0.0,0.0,0.0,1,7,920,2,0,0.0,0.0,0.0,0.0
5680_01,2,0,1,18.0,0,0.0,0.0,1609.0,0.0,0.0,1,5,359,1,0,1609.0,0.0,402.25,1609.0
5681_01,2,1,1,66.0,0,0.0,0.0,0.0,0.0,0.0,1,7,921,2,1,0.0,0.0,0.0,0.0
5684_01,2,1,1,33.0,0,0.0,0.0,0.0,0.0,0.0,1,2,218,2,0,0.0,0.0,0.0,0.0
5684_02,1,1,3,48.0,0,0.0,0.0,0.0,0.0,0.0,1,2,218,2,0,0.0,0.0,0.0,0.0
5684_03,1,0,3,38.0,0,0.0,1198.0,48.0,278.0,1244.0,0,2,218,2,0,1524.0,0.0,381.0,1198.0
5684_04,1,1,1,62.0,0,0.0,0.0,0.0,0.0,0.0,1,2,218,2,1,0.0,0.0,0.0,0.0
5685_01,2,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,7,910,1,0,0.0,0.0,0.0,0.0
5686_01,3,0,3,44.0,0,2267.0,0.0,107.0,0.0,0.0,0,6,427,2,1,2374.0,0.0,593.5,2267.0
5686_02,3,0,3,25.0,0,1410.0,123.0,26.0,9.0,812.0,0,4,180,1,1,1568.0,9.0,392.0,1410.0
5687_01,2,0,1,15.0,0,348.0,1627.0,0.0,0.0,0.0,0,6,1179,1,0,1975.0,0.0,493.75,1627.0
5688_01,2,0,1,20.0,0,12.0,177.0,1110.0,0.0,0.0,1,6,1084,2,0,1299.0,0.0,324.75,1110.0
5689_01,2,0,1,34.0,0,233.0,0.0,0.0,1054.0,156.0,0,6,1180,1,0,1287.0,0.0,321.75,1054.0
5692_01,3,0,1,23.0,0,821.0,0.0,863.0,664.0,0.0,0,5,360,1,0,2348.0,0.0,587.0,863.0
5693_01,2,0,1,45.0,0,0.0,0.0,2332.0,84.0,0.0,1,6,1087,2,0,2416.0,0.0,604.0,2332.0
5695_01,2,1,1,39.0,0,0.0,0.0,0.0,0.0,0.0,1,7,922,2,0,0.0,0.0,0.0,0.0
5696_01,2,1,2,33.0,0,0.0,0.0,0.0,0.0,0.0,1,7,911,1,0,0.0,0.0,0.0,0.0
5698_01,2,0,1,14.0,0,0.0,0.0,325.0,247.0,305.0,0,6,1088,2,0,572.0,0.0,143.0,325.0
5698_02,2,0,1,26.0,0,178.0,0.0,3.0,0.0,704.0,1,7,923,2,-1,181.0,0.0,45.25,178.0
5700_01,2,1,1,47.0,0,0.0,0.0,0.0,0.0,0.0,1,7,924,2,0,0.0,0.0,0.0,0.0
5701_01,3,1,1,28.82,0,0.0,0.0,0.0,0.0,0.0,1,4,173,2,1,0.0,0.0,0.0,0.0
5702_01,2,1,3,28.0,0,0.0,0.0,0.0,0.0,0.0,1,7,912,1,0,0.0,0.0,0.0,0.0
5704_01,2,1,1,22.0,0,0.0,0.0,174.73,0.0,0.0,1,7,913,1,1,174.73,0.0,43.6825,174.73
5705_01,2,1,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,7,925,2,0,0.0,0.0,0.0,0.0
5706_01,2,0,1,16.0,0,0.0,458.0,725.0,0.0,0.0,1,6,1090,2,0,1183.0,0.0,295.75,725.0
5706_02,2,0,1,9.0,0,0.0,0.0,0.0,0.0,304.86,1,7,926,2,0,0.0,0.0,0.0,0.0
5707_01,2,0,1,15.0,0,0.0,0.0,973.0,29.0,0.0,1,6,1091,2,1,1002.0,0.0,250.5,973.0
5709_01,1,0,1,33.0,0,0.0,4372.0,0.0,4103.0,0.0,1,3,215,2,1,8475.0,0.0,2118.75,4372.0
5710_01,2,0,1,61.0,0,0.0,166.0,1080.0,0.0,16.0,1,6,1092,2,0,1246.0,0.0,311.5,1080.0
5711_01,2,0,1,19.0,0,224.69,0.0,0.0,692.0,164.0,0,6,1183,1,0,916.69,0.0,229.1725,692.0
5712_01,1,1,1,61.0,0,0.0,0.0,0.0,0.0,0.0,1,5,371,2,1,0.0,0.0,0.0,0.0
5713_01,2,0,1,42.0,0,0.0,29.0,317.0,434.0,45.0,1,7,915,1,0,780.0,0.0,195.0,434.0
5714_01,2,0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0,7,916,1,0,0.0,0.0,0.0,0.0
5714_02,2,0,1,12.0,0,0.0,0.0,0.0,0.0,0.0,1,7,916,1,0,0.0,0.0,0.0,0.0
5714_03,2,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,916,1,0,0.0,0.0,0.0,0.0
5714_04,2,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,7,916,1,0,0.0,0.0,0.0,0.0
5714_05,2,1,1,28.82,0,0.0,0.0,0.0,0.0,0.0,1,7,916,1,0,0.0,0.0,0.0,0.0
5716_01,2,0,2,29.0,0,0.0,173.0,0.0,0.0,1155.0,1,6,1093,2,1,173.0,0.0,43.25,173.0
5717_01,2,0,1,59.0,0,0.0,664.0,0.0,144.0,141.0,1,7,917,1,1,808.0,0.0,202.0,664.0
5718_01,2,1,1,20.0,0,0.0,0.0,0.0,0.0,0.0,1,7,927,2,0,0.0,0.0,0.0,0.0
5719_01,2,0,1,70.0,0,390.0,0.0,0.0,0.0,518.0,1,7,918,1,0,390.0,0.0,97.5,390.0
5719_02,2,1,1,3.0,0,0.0,0.0,0.0,0.0,0.0,0,7,918,1,1,0.0,0.0,0.0,0.0
5721_01,1,1,1,37.0,0,0.0,0.0,0.0,0.0,0.0,1,2,219,2,0,0.0,0.0,0.0,0.0
5721_02,1,0,1,58.0,0,0.0,1975.0,598.0,7.0,3726.0,0,2,219,2,1,2580.0,0.0,645.0,1975.0
5722_01,2,0,1,44.0,0,69.0,0.0,17.0,176.0,2105.0,0,7,928,2,1,262.0,0.0,65.5,176.0
5723_01,3,1,1,24.0,0,0.0,0.0,0.0,0.0,0.0,0,5,372,2,1,0.0,0.0,0.0,0.0
5724_01,2,1,2,20.0,0,0.0,0.0,0.0,0.0,0.0,1,7,919,1,1,0.0,0.0,0.0,0.0
5725_01,2,0,1,24.0,0,156.0,0.0,364.0,489.0,383.0,1,6,1094,2,0,1009.0,0.0,252.25,489.0
5726_01,1,1,3,27.0,0,0.0,0.0,174.73,0.0,0.0,1,2,192,1,1,174.73,0.0,43.6825,174.73
5727_01,2,0,3,28.0,0,0.0,0.0,0.0,711.0,0.0,0,7,920,1,1,711.0,0.0,177.75,711.0
5728_01,2,0,1,24.0,0,0.0,217.0,0.0,77.0,510.0,0,6,1185,1,0,294.0,0.0,73.5,217.0
5729_01,3,1,1,29.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1186,1,1,0.0,0.0,0.0,0.0
5730_01,2,0,1,25.0,0,2029.0,1.0,0.0,0.0,121.0,0,6,1187,1,0,2030.0,0.0,507.5,2029.0
5732_01,2,0,1,20.0,0,0.0,0.0,53.0,2.0,754.0,0,7,921,1,0,55.0,0.0,13.75,53.0
5733_01,2,0,3,34.0,0,0.0,1745.0,6.0,5.0,37.0,1,7,922,1,1,1756.0,0.0,439.0,1745.0
5733_02,2,0,1,28.0,0,0.0,0.0,0.0,1191.0,109.0,0,6,1188,1,1,1191.0,0.0,297.75,1191.0
5735_01,2,1,1,28.82,0,0.0,0.0,0.0,0.0,0.0,1,5,362,1,0,0.0,0.0,0.0,0.0
5736_01,2,0,1,23.0,0,1.0,458.08,1.0,0.0,618.0,0,6,1189,1,1,460.08,0.0,115.02,458.08
5737_01,1,0,1,39.0,0,0.0,11856.0,13.0,39.0,3.0,1,3,216,2,1,11908.0,0.0,2977.0,11856.0
5737_02,1,0,1,35.0,0,0.0,7636.0,0.0,353.0,705.0,1,3,216,2,1,7989.0,0.0,1997.25,7636.0
5738_01,2,1,1,18.0,0,0.0,0.0,0.0,0.0,0.0,1,7,929,2,0,0.0,0.0,0.0,0.0
5739_01,2,1,1,20.0,0,0.0,0.0,0.0,0.0,0.0,1,7,930,2,0,0.0,0.0,0.0,0.0
5740_01,1,0,1,42.0,0,0.0,16.0,0.0,144.0,7492.0,0,1,52,1,1,160.0,0.0,40.0,144.0
5740_02,1,0,3,32.0,0,70.0,764.0,724.0,547.0,1297.0,0,1,52,1,0,2105.0,70.0,526.25,764.0
5742_01,2,0,3,50.0,0,57.0,29.0,0.0,0.0,643.0,0,6,1096,2,1,86.0,0.0,21.5,57.0
5744_01,2,0,1,23.0,0,0.0,37.0,859.0,9.0,1.0,1,7,931,2,0,905.0,0.0,226.25,859.0
5746_01,2,0,1,19.0,0,0.0,458.08,0.0,5381.0,139.0,0,7,932,2,0,5839.08,0.0,1459.77,5381.0
5747_01,2,0,1,29.0,0,715.0,47.0,0.0,0.0,0.0,0,6,1192,1,0,762.0,0.0,190.5,715.0
5748_01,1,0,1,35.0,1,247.0,436.0,459.0,1.0,1984.0,0,1,53,1,1,1143.0,1.0,285.75,459.0
5750_01,2,0,1,18.0,0,0.0,625.0,0.0,0.0,356.0,0,5,363,1,0,625.0,0.0,156.25,625.0
5751_01,2,0,2,24.0,0,160.0,20.0,39.0,552.0,1.0,0,7,924,1,-1,771.0,20.0,192.75,552.0
5755_01,2,0,1,23.0,0,88.0,0.0,586.0,0.0,0.0,1,7,933,2,0,674.0,0.0,168.5,586.0
5756_01,2,0,1,51.0,0,542.0,0.0,360.0,0.0,0.0,0,6,1194,1,1,902.0,0.0,225.5,542.0
5756_02,2,0,1,42.0,0,439.0,0.0,0.0,0.0,254.0,0,6,1194,1,1,439.0,0.0,109.75,439.0
5756_03,2,0,2,19.0,0,5.0,0.0,0.0,716.0,0.0,0,6,1194,1,0,721.0,0.0,180.25,716.0
5756_04,2,0,1,23.0,0,0.0,0.0,0.0,0.0,0.0,0,6,1194,1,-1,0.0,0.0,0.0,0.0
5756_05,2,1,1,19.0,0,0.0,0.0,0.0,311.14,0.0,1,6,1194,1,1,311.14,0.0,77.785,311.14
5756_06,2,0,2,22.0,0,158.0,0.0,476.0,0.0,26.0,0,6,1194,1,0,634.0,0.0,158.5,476.0
5756_07,2,0,1,25.0,0,12.0,6.0,2817.0,342.0,0.0,0,6,427,2,0,3177.0,6.0,794.25,2817.0
5756_08,2,0,2,31.0,0,11.0,0.0,0.0,1912.0,1120.0,0,6,1194,1,1,1923.0,0.0,480.75,1912.0
5757_01,2,0,1,23.0,0,0.0,0.0,0.0,558.0,1.0,0,6,1195,1,0,558.0,0.0,139.5,558.0
5758_01,2,1,1,22.0,0,0.0,0.0,0.0,0.0,0.0,1,7,934,2,0,0.0,0.0,0.0,0.0
5761_01,1,1,1,55.0,0,0.0,0.0,0.0,0.0,0.0,1,2,220,2,1,0.0,0.0,0.0,0.0
5763_01,2,0,1,40.0,0,0.0,0.0,56.0,1.0,642.0,0,6,1099,2,1,57.0,0.0,14.25,56.0
5763_02,2,0,1,24.0,0,224.69,0.0,0.0,838.0,193.0,0,6,1099,2,1,1062.69,0.0,265.6725,838.0
5764_01,2,0,1,25.0,0,0.0,0.0,1037.0,8.0,1.0,1,6,1100,2,0,1045.0,0.0,261.25,1037.0
5765_01,1,0,1,42.0,0,0.0,1871.0,0.0,570.0,199.0,0,3,181,1,1,2441.0,0.0,610.25,1871.0
5767_01,2,1,2,33.0,0,0.0,0.0,0.0,0.0,0.0,1,7,936,2,0,0.0,0.0,0.0,0.0
5768_01,1,1,1,54.0,0,0.0,0.0,0.0,0.0,0.0,1,2,193,1,1,0.0,0.0,0.0,0.0
5768_02,1,1,3,22.0,0,0.0,0.0,0.0,0.0,0.0,1,2,193,1,1,0.0,0.0,0.0,0.0
5769_01,1,1,1,22.0,0,0.0,0.0,0.0,0.0,0.0,1,2,194,1,1,0.0,0.0,0.0,0.0
5769_02,1,1,3,19.0,0,0.0,0.0,0.0,0.0,0.0,1,2,194,1,1,0.0,0.0,0.0,0.0
5771_01,2,0,1,47.0,0,0.0,868.0,0.0,4.0,304.86,1,7,937,2,0,872.0,0.0,218.0,868.0
5772_01,3,0,3,23.0,0,610.0,858.0,75.0,1358.0,0.0,0,6,1197,1,1,2901.0,75.0,725.25,1358.0
5773_01,1,1,3,61.0,0,0.0,0.0,0.0,0.0,0.0,1,3,217,2,1,0.0,0.0,0.0,0.0
5776_01,2,0,1,21.0,0,0.0,128.0,209.0,4.0,383.0,0,6,1102,2,0,341.0,0.0,85.25,209.0
5777_01,2,0,2,46.0,0,559.0,25.0,174.73,22.0,765.0,0,6,1199,1,0,780.73,22.0,195.1825,559.0
5778_01,2,0,1,36.0,0,0.0,0.0,0.0,0.0,907.0,0,7,926,1,1,0.0,0.0,0.0,0.0
5779_01,2,0,1,15.0,0,0.0,706.0,0.0,311.14,0.0,1,7,938,2,0,1017.14,0.0,254.285,706.0
5780_01,1,0,1,33.0,0,2233.0,6408.0,174.73,23.0,273.0,1,2,195,1,1,8838.73,23.0,2209.6825,6408.0
5780_02,1,1,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,2,195,1,1,0.0,0.0,0.0,0.0
5780_03,1,1,3,21.0,0,0.0,0.0,0.0,0.0,0.0,1,2,195,1,1,0.0,0.0,0.0,0.0
5781_01,2,0,3,21.0,0,0.0,0.0,0.0,1.0,594.0,0,6,1200,1,1,1.0,0.0,0.25,1.0
5783_01,2,0,3,43.0,0,0.0,1197.0,0.0,223.0,1.0,1,6,1201,1,0,1420.0,0.0,355.0,1197.0
5785_01,2,0,2,34.0,0,571.0,0.0,0.0,0.0,0.0,0,6,1104,2,1,571.0,0.0,142.75,571.0
5786_01,2,0,2,47.0,0,14.0,3.0,0.0,1720.0,0.0,0,7,928,1,1,1737.0,0.0,434.25,1720.0
5788_01,3,0,1,27.0,0,850.0,0.0,681.0,1.0,0.0,1,6,1105,2,1,1532.0,0.0,383.0,850.0
5790_01,1,0,1,46.0,0,0.0,1068.0,945.0,2587.0,811.0,0,3,218,2,1,4600.0,0.0,1150.0,2587.0
5791_01,2,0,1,46.0,0,183.0,7.0,637.0,182.0,5.0,1,7,941,2,0,1009.0,7.0,252.25,637.0
5792_01,1,0,3,40.0,0,0.0,3338.0,0.0,6344.0,199.0,0,2,196,1,1,9682.0,0.0,2420.5,6344.0
5793_01,1,1,3,59.0,0,0.0,0.0,0.0,0.0,0.0,1,5,375,2,1,0.0,0.0,0.0,0.0
5794_01,1,0,1,45.0,0,0.0,1202.0,149.0,1472.0,3379.0,0,4,182,1,1,2823.0,0.0,705.75,1472.0
5795_01,2,0,2,19.0,0,0.0,95.0,595.0,0.0,0.0,1,6,1106,2,0,690.0,0.0,172.5,595.0
5796_01,3,0,1,32.0,0,6769.0,0.0,174.73,113.0,1.0,0,6,1107,2,1,7056.73,0.0,1764.1825,6769.0
5799_01,2,1,3,39.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1108,2,1,0.0,0.0,0.0,0.0
5800_01,2,0,1,40.0,0,661.0,0.0,830.0,0.0,6.0,0,6,1203,1,1,1491.0,0.0,372.75,830.0
5802_01,3,0,1,44.0,0,815.0,219.0,22.0,0.0,0.0,1,4,175,2,1,1056.0,0.0,264.0,815.0
5804_01,2,1,1,26.0,0,0.0,0.0,0.0,0.0,0.0,0,7,933,1,1,0.0,0.0,0.0,0.0
5806_01,2,0,1,22.0,0,514.0,0.0,2.0,129.0,583.0,0,6,1109,2,0,645.0,0.0,161.25,514.0
5808_01,2,0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,0,7,934,1,0,0.0,0.0,0.0,0.0
5808_02,2,0,1,18.0,0,0.0,3.0,41.0,359.0,393.0,0,6,1204,1,1,403.0,0.0,100.75,359.0
5808_03,2,0,1,53.0,0,751.0,0.0,174.73,7.0,0.0,0,6,1204,1,1,932.73,0.0,233.1825,751.0
5809_01,2,0,1,22.0,0,104.0,511.0,254.0,425.0,4.0,0,6,1205,1,1,1294.0,104.0,323.5,511.0
5809_02,2,0,1,46.0,0,0.0,98.0,2077.0,0.0,0.0,1,6,1205,1,1,2175.0,0.0,543.75,2077.0
5810_01,2,1,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,7,935,1,0,0.0,0.0,0.0,0.0
5810_02,2,0,1,31.0,0,0.0,1489.0,68.0,6.0,0.0,1,5,366,1,1,1563.0,0.0,390.75,1489.0
5811_01,1,0,3,36.0,0,1.0,4058.0,95.0,0.0,2109.0,0,1,54,1,1,4154.0,0.0,1038.5,4058.0
5811_02,1,0,3,46.0,0,35.0,3953.0,0.0,2108.0,0.0,1,1,54,1,1,6096.0,0.0,1524.0,3953.0
5812_01,2,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,943,2,1,0.0,0.0,0.0,0.0
5812_02,2,0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,1,7,943,2,1,0.0,0.0,0.0,0.0
5812_03,2,1,1,12.0,0,0.0,0.0,0.0,0.0,0.0,1,7,943,2,1,0.0,0.0,0.0,0.0
5812_04,2,1,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1,7,943,2,0,0.0,0.0,0.0,0.0
5812_05,2,1,1,41.0,0,0.0,0.0,0.0,0.0,0.0,1,7,943,2,0,0.0,0.0,0.0,0.0
5812_06,2,1,3,11.0,0,0.0,0.0,0.0,0.0,0.0,1,7,943,2,0,0.0,0.0,0.0,0.0
5813_01,2,1,1,41.0,0,0.0,0.0,0.0,0.0,0.0,1,7,936,1,1,0.0,0.0,0.0,0.0
5814_01,3,0,1,17.0,0,513.0,0.0,669.0,0.0,0.0,0,4,176,2,1,1182.0,0.0,295.5,669.0
5814_02,3,1,3,21.0,0,0.0,0.0,0.0,0.0,0.0,1,4,176,2,1,0.0,0.0,0.0,0.0
5814_03,3,1,3,21.0,0,0.0,0.0,0.0,0.0,0.0,1,4,176,2,1,0.0,0.0,0.0,0.0
5814_04,3,0,1,27.0,0,89.0,888.0,51.0,5.0,0.0,1,4,176,2,1,1033.0,5.0,258.25,888.0
5814_05,3,1,1,54.0,0,0.0,0.0,0.0,0.0,0.0,1,4,176,2,1,0.0,0.0,0.0,0.0
5814_06,3,0,1,15.0,0,2309.0,0.0,1142.0,1.0,10.0,0,4,176,2,1,3452.0,0.0,863.0,2309.0
5814_07,3,1,1,39.0,0,0.0,0.0,0.0,0.0,0.0,1,4,176,2,0,0.0,0.0,0.0,0.0
5816_01,2,0,1,31.0,0,1.0,0.0,7.0,0.0,387.0,1,7,937,1,0,8.0,0.0,2.0,7.0
5817_01,3,1,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1111,2,1,0.0,0.0,0.0,0.0
5818_01,2,0,1,21.0,0,3553.0,5.0,0.0,0.0,2.0,0,7,938,1,1,3558.0,0.0,889.5,3553.0
5819_01,1,1,1,29.0,0,0.0,0.0,0.0,0.0,0.0,1,2,221,2,1,0.0,0.0,0.0,0.0
5820_01,2,0,1,45.0,0,112.0,406.0,198.0,0.0,0.0,1,6,1112,2,0,716.0,0.0,179.0,406.0
5821_01,1,0,3,44.0,0,0.0,496.0,99.0,317.0,5615.0,0,3,183,1,1,912.0,0.0,228.0,496.0
5822_01,2,1,1,12.0,0,0.0,0.0,0.0,0.0,0.0,1,7,939,1,1,0.0,0.0,0.0,0.0
5823_01,2,1,3,18.0,0,0.0,0.0,0.0,0.0,0.0,1,7,944,2,0,0.0,0.0,0.0,0.0
5824_01,2,1,3,20.0,0,0.0,0.0,0.0,0.0,0.0,1,7,940,1,0,0.0,0.0,0.0,0.0
5825_01,1,0,1,43.0,0,0.0,8808.0,0.0,580.0,0.0,1,2,198,1,1,9388.0,0.0,2347.0,8808.0
5826_01,2,1,3,46.0,0,0.0,0.0,0.0,0.0,0.0,1,5,367,1,1,0.0,0.0,0.0,0.0
5827_01,2,0,1,53.0,0,0.0,68.0,0.0,920.0,4.0,1,7,945,2,0,988.0,0.0,247.0,920.0
5828_01,2,0,1,21.0,0,621.0,0.0,0.0,0.0,0.0,0,7,941,1,0,621.0,0.0,155.25,621.0
5829_01,2,0,1,23.0,0,0.0,21.0,0.0,0.0,716.0,0,6,1113,2,0,21.0,0.0,5.25,21.0
5831_01,2,0,3,9.0,0,0.0,0.0,0.0,0.0,0.0,0,6,427,2,1,0.0,0.0,0.0,0.0
5834_01,2,0,1,19.0,0,546.0,11.0,0.0,325.0,218.0,0,6,1206,1,1,882.0,0.0,220.5,546.0
5835_01,2,1,2,52.0,0,0.0,0.0,0.0,0.0,0.0,1,7,946,2,1,0.0,0.0,0.0,0.0
5836_01,1,1,3,31.0,0,0.0,0.0,0.0,0.0,0.0,1,2,222,2,1,0.0,0.0,0.0,0.0
5837_01,2,0,1,62.0,0,761.0,15.0,0.0,0.0,304.86,0,6,1114,2,0,776.0,0.0,194.0,761.0
5839_01,1,1,1,27.0,0,0.0,0.0,0.0,0.0,0.0,1,3,219,2,1,0.0,0.0,0.0,0.0
5840_01,2,1,1,23.0,0,0.0,0.0,0.0,0.0,0.0,0,7,946,1,0,0.0,0.0,0.0,0.0
5842_01,1,1,3,28.0,0,0.0,0.0,0.0,0.0,0.0,1,3,220,2,1,0.0,0.0,0.0,0.0
5842_02,1,1,3,27.0,0,0.0,0.0,0.0,0.0,0.0,1,3,220,2,1,0.0,0.0,0.0,0.0
5843_01,2,1,1,58.0,0,0.0,0.0,0.0,0.0,0.0,1,7,947,2,1,0.0,0.0,0.0,0.0
5844_01,2,0,3,24.0,0,0.0,30.0,835.0,0.0,0.0,1,5,369,1,0,865.0,0.0,216.25,835.0
5846_01,3,0,1,27.0,1,149.0,0.0,890.0,9.0,0.0,0,5,376,2,1,1048.0,0.0,262.0,890.0
5847_01,2,0,1,33.0,0,36.0,0.0,0.0,1415.0,0.0,0,6,1115,2,0,1451.0,0.0,362.75,1415.0
5848_01,2,0,1,28.0,0,229.0,761.0,0.0,0.0,6.0,1,5,377,2,0,990.0,0.0,247.5,761.0
5849_01,2,0,1,39.0,0,0.0,0.0,0.0,0.0,1104.0,0,6,1208,1,1,0.0,0.0,0.0,0.0
5852_01,2,0,1,27.0,0,0.0,0.0,0.0,727.0,260.0,0,5,370,1,1,727.0,0.0,181.75,727.0
5854_01,2,0,1,36.0,0,0.0,75.0,106.0,0.0,1903.0,1,6,1117,2,0,181.0,0.0,45.25,106.0
5855_01,2,0,1,64.0,0,0.0,623.0,1827.0,0.0,0.0,1,6,1209,1,0,2450.0,0.0,612.5,1827.0
5855_02,2,0,2,41.0,0,0.0,0.0,687.0,0.0,65.0,1,7,949,1,1,687.0,0.0,171.75,687.0
5856_01,1,1,3,28.82,0,0.0,0.0,0.0,0.0,0.0,1,2,199,1,1,0.0,0.0,0.0,0.0
5856_02,1,1,1,27.0,0,0.0,0.0,0.0,0.0,0.0,1,2,199,1,1,0.0,0.0,0.0,0.0
5857_01,1,0,1,28.82,0,0.0,2.0,64.0,139.0,3831.0,0,5,378,2,0,205.0,0.0,51.25,139.0
5858_01,2,0,3,22.0,0,483.0,0.0,0.0,304.0,21.0,1,7,948,2,1,787.0,0.0,196.75,483.0
5859_01,2,0,1,23.0,0,0.0,456.0,2624.0,912.0,8.0,1,5,371,1,0,3992.0,0.0,998.0,2624.0
5860_01,3,0,1,40.0,0,7.0,0.0,6.0,1206.0,88.0,0,6,1118,2,1,1219.0,0.0,304.75,1206.0
5860_02,3,1,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1118,2,1,0.0,0.0,0.0,0.0
5860_03,3,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1118,2,1,0.0,0.0,0.0,0.0
5861_01,2,0,1,27.0,0,0.0,1774.0,0.0,17.0,13.0,1,7,949,2,0,1791.0,0.0,447.75,1774.0
5863_01,2,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,950,1,0,0.0,0.0,0.0,0.0
5863_02,2,0,1,17.0,0,0.0,566.0,18.0,318.0,0.0,0,6,1210,1,0,902.0,0.0,225.5,566.0
5867_01,2,0,1,45.0,0,224.69,0.0,0.0,1501.0,24.0,0,6,1212,1,0,1725.69,0.0,431.4225,1501.0
5868_01,2,0,1,62.0,0,104.0,53.0,194.0,436.0,0.0,0,5,379,2,0,787.0,53.0,196.75,436.0
5869_01,2,1,3,14.0,0,0.0,0.0,0.0,0.0,0.0,1,7,952,2,1,0.0,0.0,0.0,0.0
5871_01,2,0,3,24.0,0,0.0,1369.0,848.0,0.0,0.0,1,6,1120,2,0,2217.0,0.0,554.25,1369.0
5874_01,2,1,2,51.0,0,0.0,0.0,0.0,0.0,0.0,1,7,953,2,1,0.0,0.0,0.0,0.0
5875_01,2,0,1,49.0,0,20.0,0.0,0.0,769.0,0.0,0,5,381,2,1,789.0,0.0,197.25,769.0
5876_01,3,0,1,52.0,0,1364.0,131.0,444.0,0.0,0.0,1,4,184,1,1,1939.0,0.0,484.75,1364.0
5876_02,3,1,3,35.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1213,1,1,0.0,0.0,0.0,0.0
5876_03,3,1,1,22.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1213,1,1,0.0,0.0,0.0,0.0
5877_01,2,0,1,17.0,0,0.0,0.0,1552.0,0.0,304.86,0,6,1121,2,1,1552.0,0.0,388.0,1552.0
5878_01,1,1,3,47.0,0,0.0,0.0,0.0,0.0,0.0,1,2,224,2,1,0.0,0.0,0.0,0.0
5879_01,3,1,1,25.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1122,2,1,0.0,0.0,0.0,0.0
5880_01,2,1,1,11.0,0,0.0,0.0,0.0,0.0,0.0,1,7,953,1,0,0.0,0.0,0.0,0.0
5882_01,2,0,1,17.0,0,18.0,10.0,73.0,0.0,1049.0,0,6,1214,1,0,101.0,0.0,25.25,73.0
5885_01,2,0,1,41.0,0,8.0,532.0,0.0,0.0,100.0,1,6,1123,2,0,540.0,0.0,135.0,532.0
5885_02,2,0,1,55.0,0,0.0,0.0,0.0,507.0,909.0,1,6,1123,2,0,507.0,0.0,126.75,507.0
5885_03,2,0,1,29.0,0,0.0,2395.0,7.0,20.0,6.0,1,6,1123,2,0,2422.0,0.0,605.5,2395.0
5885_04,2,0,1,19.0,0,0.0,0.0,0.0,888.0,0.0,0,7,954,2,0,888.0,0.0,222.0,888.0
5885_05,2,1,3,23.0,0,0.0,0.0,0.0,0.0,0.0,1,7,954,2,0,0.0,0.0,0.0,0.0
5885_06,2,0,1,32.0,0,4518.0,914.0,0.0,93.0,0.0,0,7,954,2,1,5525.0,0.0,1381.25,4518.0
5885_07,2,0,1,27.0,0,0.0,0.0,0.0,0.0,1818.0,0,7,954,2,0,0.0,0.0,0.0,0.0
5885_08,2,0,1,25.0,0,0.0,0.0,892.0,0.0,0.0,1,7,954,2,0,892.0,0.0,223.0,892.0
5886_01,3,0,1,24.0,0,10.0,49.0,174.73,1497.0,10.0,0,6,1216,1,1,1730.73,10.0,432.6825,1497.0
5886_02,3,1,1,30.0,0,0.0,0.0,0.0,0.0,0.0,0,5,373,1,1,0.0,0.0,0.0,0.0
